snapshot_date,source,price_usd,rooms,area_total,area_living,floor,floors_total,company_ad,condition,building_year,location_lat,location_lon,list_time,building_type,ad_id,subject,body_short,price_byn,ad_link,district,balcony,area_code,address,contact_name,area_kitchen,uuid,title,description,street,metro,metro_time,furniture,house_type,metro_station
2026-07-04,kufar,680.0,5.0,56.0,25.0,15.0,22.0,False,5.0,2022.0,53.868754,27.5371,2026-06-21T06:53:36Z,2.0,1074030480,Сдаю квартиру,"Сдам квартиру на длительный срок, без животных. Хорошее транспортное сообщение, рядом метро, торговый центр.

Из бытовой техники: кондиционер, телевиз",1976.22,https://re.kufar.by/vi/1074030480,170.0,1.0,28.0,"Игоря Лученка ул, 8, Минск",Ирина,20.0,,,,,,,,,
2026-07-04,kufar,800.0,4.0,69.0,46.0,7.0,20.0,False,5.0,2015.0,53.85414254595203,27.47994522624105,2026-06-21T04:49:02Z,10.0,1074003340,Квартира,"С 7 июля сдается двухкомнатная квартира, раздельные 2 большие комнаты, два TV, два кондиционера, есть всё для комфортного проживания, тихое уютное мес",2324.96,https://re.kufar.by/vi/1074003340,30.0,1.0,29.0,"Чюрлёниса ул, 8, Минск",Женя,12.0,,,,,,,,,
2026-07-04,kufar,481.73,1.0,30.0,30.0,21.0,21.0,False,5.0,2020.0,53.868993,27.539382,2026-06-20T22:08:32Z,2.0,1073061754,Аренда на длительный срок,"Сдается на длительный срок, от 1 года. Без привязки к у.е. Рядом метро. Оплата на месяц вперед +залог 1400 бел.руб. Коммунальные услуги в районе 80 ру",1400.0,https://re.kufar.by/vi/1073061754,170.0,4.0,28.0,"Игоря Лученка ул, 5, Минск",Ольга,30.0,,,,,,,,,
2026-07-04,kufar,700.0,,50.0,34.0,7.0,25.0,False,10.0,,53.92759914467615,27.653717685116,2026-06-20T18:12:31Z,1.0,1073983331,"Двухкомнатная квартира (ул.Петра Мстиславца, 3)","Престижный жилой комплекс Маяк Минска.
Квартира студия ( гостиная + кухня) с отдельной спальной комнатой. 
Квартира с качественным ремонтом, уютная, а",2034.34,https://re.kufar.by/vi/1073983331,325.0,,24.0,"Петра Мстиславца ул, 3, Минск",Роман,,,,,,,,,,
2026-07-04,kufar,929.05,4.0,45.0,30.0,15.0,17.0,False,5.0,2023.0,53.862143,27.635744,2026-06-20T18:00:52Z,10.0,1045672452,Сдать квартиру,Новая квартира с современным ремонтом оборудована всем необходимым.в шаговой доступности остановки общественного транспорта до метро автозаводская и п,2700.0,https://re.kufar.by/vi/1045672452,,1.0,26.0,"Виктора Ливенцева ул, Минск",Валентина,8.0,,,,,,,,,
2026-07-04,kufar,600.0,,46.0,,10.0,21.0,False,5.0,2023.0,53.869136,27.534927,2026-06-20T15:01:34Z,,1073965589,Новая 2-комнатная квартира в Минск-Мире,"Светлая и уютная 2-комнатная квартира в ЖК Минск-Мир в 10 минутах от метро Аэродромной, отличная транспортная доступность. Супермаркет через дорогу, в",1743.72,https://re.kufar.by/vi/1073965589,170.0,3.0,28.0,"Леонида Левина ул, 1, Минск",Татьяна,,,,,,,,,,
2026-07-04,kufar,354.41,,42.0,,3.0,,False,,,53.923747,27.43056,2026-06-20T15:01:09Z,,1073965560,Аренда однокомнатной квартиры,"Примерно с начала августа будет будет сдаваться однокомнатная квартира по ул.Неманская,66 .",1030.0,https://re.kufar.by/vi/1073965560,105.0,,30.0,"Нёманская ул, 66, Минск",Татьяна,9.0,,,,,,,,,
2026-07-04,kufar,0.0,,10.0,,,,False,,,53.924166,27.613376,2026-06-20T14:21:28Z,,1073963064,Ищем квартиру для съема в Минске,"Молодая семья ищет квартиру для съема в Минске, в районе парка Челюскинцев - зеленый луг( или где-то рядом с ними). Без вредных привычек, детей и живо",0.0,https://re.kufar.by/vi/1073963064,,,24.0,Минск,дана,,,,,,,,,,
2026-07-04,kufar,770.0,2.0,56.0,,4.0,16.0,False,10.0,2023.0,53.867766,27.527488,2026-06-20T12:53:28Z,2.0,1073953383,Евротрешка 56м2,"Евротрешка. 2 спальни. Зал с кухней совмещен. Балкон, лоджия, вся техника есть. Просмотр, заселение после 9 июля 2026",2237.77,https://re.kufar.by/vi/1073953383,170.0,1.0,28.0,"Лейтенанта Кижеватова ул, 1, Минск",Настя,,,,,,,,,,
2026-07-04,kufar,600.0,2.0,69.0,,4.0,9.0,False,1.0,2014.0,53.882587,27.54612,2026-06-20T12:36:33Z,3.0,1073951758,Сдаётся с 17 августа 2-х комн. квартира центр.,"Сдаётся с 17 августа 2х комнатная квартира (69 квадратов) в центре Минска. Большая кухня, отдельный санузел. Есть 2 лоджии: 1 закрытого типа (выход из",1743.72,https://re.kufar.by/vi/1073951758,,1.0,28.0,"Могилёвская ул, 8к4, Минск",Валентина,,,,,,,,,,
2026-07-04,kufar,481.73,1.0,35.0,,,,False,5.0,,53.937456,27.609244,2026-06-20T11:58:27Z,,1063963105,"Сдам 1-ную квартиру ул Волгоградская д 59, 10 мин ст м Челюскинцев, 15 мин ст м Московская, 20 мин К","1400 руб!!!Звоните ! Сдаю 1-ную квартиру ул Волгоградская д 59, 10 мин ст м Парк Челюскинцев, 15 мин ст м Московская, 20 мин ст м Колоса. В квартире В",1400.0,https://re.kufar.by/vi/1063963105,,1.0,24.0,"Волгоградская ул, 59, Минск",Светлана владелица,,,,,,,,,,
2026-07-04,kufar,600.0,,76.0,,2.0,9.0,False,5.0,,53.866115,27.6008,2026-06-20T07:02:06Z,1.0,1066595174,Сдается трехкомнатная квартира  по ул. Рокосовског,Аренда на длительный срок  3-х комнатная квартиру по проспекту Рокоссовского.  Экологически чистый и зеленый район с развитой инфраструктурой. С отлич,1743.72,https://re.kufar.by/vi/1066595174,230.0,3.0,27.0,"Рокоссовского пр, 60к1, Минск",Олеся,,,,,,,,,,
2026-07-04,kufar,412.91,3.0,48.0,40.0,10.0,16.0,False,20.0,2019.0,53.930226,27.695222,2026-06-19T20:28:30Z,10.0,1073877955,сдается квартира студия,"сдается однокомнатная квартира студия без отделки стен и потолков. квартира полностью готова для проживания людей: есть стиральная машина, утюг, сушка",1200.0,https://re.kufar.by/vi/1073877955,,3.0,24.0,"Академика Купревича ул, 16, Минск",оля,12.0,,,,,,,,,
2026-07-04,kufar,600.0,,60.0,40.0,4.0,5.0,False,5.0,1967.0,53.938511,27.565379,2026-06-19T15:50:02Z,3.0,1073855533,"Сдаётся уютная 2-комнатная квартира в центре Минска  ул. Карастояновой, 39","Сдаётся уютная 2-комнатная квартира в центре Минска!
 ул. Карастояновой, 39

Светлая, аккуратная и ухоженная квартира расположена на комфортном 4 этаж",1743.72,https://re.kufar.by/vi/1073855533,,1.0,22.0,"Лили Карастояновой ул, 39, Минск",Нелли,7.0,,,,,,,,,
2026-07-04,kufar,378.5,2.0,33.0,17.0,6.0,9.0,False,1.0,,53.852828,27.553899,2026-06-19T14:57:18Z,1.0,1073844185,Аренда квартиры,"С 15 июля сдается однокомнатная квартира по улице Асаналиева,6 корп.1
Собственник 
Договор,зарегистрирован 1 человек 
Предоплата за месяц вперед
Залог",1100.0,https://re.kufar.by/vi/1073844185,235.0,1.0,28.0,"Асаналиева ул, 6к1, Минск",Пользователь,9.0,,,,,,,,,
2026-07-04,kufar,800.0,,77.8,,7.0,9.0,False,5.0,2008.0,53.84782,27.488304,2026-06-19T14:44:38Z,1.0,1073836625,Аренда 3 комнатной квартиры,"Сдаются 3 комнаты в 4 комнатной квартире с аккуратным ремонтом оснащенной всем для комфорта и уюта: мебель, бытовая техника, имеется посудомоечная маш",2324.96,https://re.kufar.by/vi/1073836625,30.0,4.0,29.0,"Наполеона Орды ул, 37, Минск",Наталья,10.2,,,,,,,,,
2026-07-04,kufar,412.91,,54.3,29.7,11.0,20.0,True,1.0,,53.930761,27.503297,2026-06-19T13:11:54Z,,1073828973,"Снять 2-комнатную квартиру, г. Минск, ул. Украинки, 6к1","Квартира актуальна с 5 июля!

Сдается светлая и уютная двухкомнатная квартира в центральном районе столицы по адресу: ул. Леси Украинки 6к1! Квартира",1200.0,https://re.kufar.by/vi/1073828973,40.0,3.0,22.0,"Леси Украинки ул, 6к1, Минск",ООО Артель Недвижимость,9.7,,,,,,,,,
2026-07-04,kufar,900.0,6.0,65.0,50.0,24.0,25.0,False,10.0,,53.931233,27.655157,2026-06-19T13:10:57Z,10.0,1070549771,Сдаётся стильная 2-комнатная квартира Маяк Минска,"Сдаётся стильная 2-комнатная квартира с дизайнерским ремонтом в стиле американской классики

Предлагается в аренду светлая и уютная квартира с продума",2615.58,https://re.kufar.by/vi/1070549771,325.0,3.0,24.0,"Кирилла Туровского ул, 14, Минск",Алексей,,,,,,,,,,
2026-07-04,kufar,3406.51,,132.9,98.7,4.0,6.0,True,10.0,2024.0,53.91058,27.575459,2026-06-19T11:24:26Z,10.0,1073817742,"4-комнатная квартира ул.Киселева, д.6Д","Сдается новая 4-комнатная квартира в премиальном квартале «Депо»
 г. Минск, ул. Киселёва, д.6Д
 
Общая площадь по СНБ 132,9 м2, жилая площадь 98,7 м2.",9900.0,https://re.kufar.by/vi/1073817742,,,22.0,"Киселёва ул, 6Д, Минск",ООО МИР НЕДВИЖИМОСТИ ПРО,,,,,,,,,,
2026-07-04,kufar,1100.0,,79.0,65.0,8.0,10.0,False,5.0,,53.91269855299269,27.52744796251,2026-06-19T10:52:09Z,3.0,1073814123,Аренда квартира ул.Репина,"Сдается квартира в центре. Рядом центральные парки ,школы ,магазины ,рестораны ,кафе ,спорт залы ,бассейн …
Удобное расположение. 
Есть все необходимо",3196.82,https://re.kufar.by/vi/1073814123,,3.0,22.0,"Репина ул, 4, Минск",..,13.0,,,,,,,,,
2026-07-04,kufar,650.0,2.0,48.0,38.0,1.0,5.0,False,10.0,1990.0,53.931429,27.562343,2026-06-19T10:13:21Z,2.0,1073811121,Квартира в Центре,Сдам 2 комнатную квартиру В Центре Минска все в шаговой доступности все интересующие вопросы  по тел,1889.03,https://re.kufar.by/vi/1073811121,,2.0,22.0,"Орловская ул, 13, Минск",Екатерина,6.0,,,,,,,,,
2026-07-04,kufar,850.0,6.0,140.0,100.0,2.0,14.0,False,1.0,1999.0,53.941405,27.608669,2026-06-19T09:57:52Z,3.0,1073810109,Аренда квартиры,"Светлая квартира, после косметическим ремонта. Внутри: 3 большие комнаты, кухня-столовая, 2 с/у (душ + джакузи). 6 лоджий по периметру. Квартира обору",2470.27,https://re.kufar.by/vi/1073810109,,4.0,24.0,"Логойский тракт, 10, Минск",Александр,24.8,,,,,,,,,
2026-07-04,kufar,340.65,4.0,30.0,17.0,2.0,5.0,False,1.0,1962.0,53.949826,27.618021,2026-06-19T09:32:07Z,1.0,1073807656,сдам однокомнатную по ул. Калиновского 1,Сдача однокомнатной не менее года. Состояние нормальное для жилья. Разрешается ремонт по усмотрению съемщиков и договоренности с хозяином жилья. Ориен,990.0,https://re.kufar.by/vi/1073807656,100.0,1.0,24.0,"Калиновского ул, 1, Минск",юрий,5.0,,,,,,,,,
2026-07-04,kufar,516.14,,74.0,41.0,6.0,9.0,False,1.0,2007.0,53.887406,27.429725,2026-06-19T09:17:18Z,3.0,1073806563,Сдам 2-х комнатную квартиру,Сдаем большую 2-х комнатную квартиру с мебелью.В долгосрочную аренду.Рядом всё есть. В квартире никто не зарегистрирован. Только гражданам РБ. Не студ,1500.0,https://re.kufar.by/vi/1073806563,265.0,3.0,30.0,"Лобанка ул, 81, Минск",Нина,10.0,,,,,,,,,
2026-07-04,kufar,500.0,,42.4,17.9,16.0,17.0,True,,2022.0,53.861855,27.636463,2026-06-19T09:02:37Z,1.0,1072459442,"Аренда 1-комнатной квартиры, Ливенцева 4","Сдается аккуратная 1-комнатная квартира на ул. Ливенцева 4 

Сдается светлая и уютная однокомнатная квартира со свежим ремонтом на длительный срок. В",1453.1,https://re.kufar.by/vi/1072459442,,3.0,26.0,"Виктора Ливенцева ул, 4, Минск",ООО Центр недвижимости ГАЛАКТИКА,9.2,,,,,,,,,
2026-07-04,kufar,550.0,,58.0,31.9,16.0,24.0,True,,2014.0,53.888233,27.520769,2026-06-19T09:00:27Z,4.0,1073804276,"Аренда 2-комнатной квартиры, Дзержинского 11","Предлагается в аренду двухкомнатная квартира по проспекту Дзержинского, 11. Чистая, уютная квартира находится в современном квартале в 10 мин от центр",1598.41,https://re.kufar.by/vi/1073804276,55.0,3.0,29.0,"Дзержинского пр, 11, Минск",ООО Центр недвижимости ГАЛАКТИКА,9.9,,,,,,,,,
2026-07-04,kufar,550.0,2.0,49.6,18.9,8.0,16.0,False,5.0,2023.0,53.942518,27.600495,2026-06-19T07:34:23Z,1.0,1073773482,Новая уютная квартира,"Новая квартира. В квартире выполнен ремонт из высококачественных материалов. 
Укомплектована необходимой мебелью и бытовой техникой.
Для хранения одеж",1598.41,https://re.kufar.by/vi/1073773482,220.0,3.0,23.0,"Восточная ул, 139, Минск",Лариса,12.4,,,,,,,,,
2026-07-04,kufar,447.32,,54.0,34.2,2.0,5.0,True,,,53.847299,27.633175,2026-06-19T07:24:24Z,,1073769687,"Снять 2-комнатную квартиру, г. Минск, ул. Ташкентская, 26/1","Сдается 2-комнатная квартира по ул. Ташкентская, 26к1 

Сдается на длительный срок светлая и просторная квартира с отличной планировкой. Фактически в",1300.0,https://re.kufar.by/vi/1073769687,305.0,1.0,26.0,"Ташкентская ул, 26к1, Минск",ООО Артель Недвижимость,7.4,,,,,,,,,
2026-07-04,kufar,395.71,,32.4,17.0,1.0,9.0,True,,1979.0,53.925052,27.487666,2026-06-19T06:51:46Z,1.0,1073766096,"Снять 1-комнатную квартиру, г. Минск, ул. Ольшевского, 74","Сдается просторная светлая однокомнатная квартира в благоустроенном районе. Идеальный вариант для тех, кто ценит покой, но хочет оставаться на связи с",1150.0,https://re.kufar.by/vi/1073766096,160.0,3.0,30.0,"Ольшевского ул, 74, Минск",ООО Артель Недвижимость,8.4,,,,,,,,,
2026-07-04,kufar,674.42,,43.3,36.8,8.0,13.0,True,5.0,2025.0,53.866821,27.541323,2026-06-19T06:29:49Z,,1073764312,Стильная двушка на Мир-Минске у метро,"Первое заселение в новом перспективном районе Минск-Мир на высоком этаже!

Площадь квартиры 43 кв.м., высокий  этаж.

Дизайнерские решения. Панорамные",1960.0,https://re.kufar.by/vi/1073764312,170.0,1.0,28.0,"Игоря Лученка ул, 16, Минск",Бюро Городской Недвижимости,,,,,,,,,,
2026-07-04,kufar,567.75,6.0,46.1,,4.0,5.0,False,1.0,,53.90898111652984,27.66997543693932,2026-06-19T04:39:37Z,1.0,1073738812,Сдам квартиру,"Рядом лес, стадион, школа, садик. В кв. Есть всё необходимое. Агентам не беспокоить. Собственник.",1650.0,https://re.kufar.by/vi/1073738812,255.0,1.0,25.0,"Карвата ул, 52, Минск",Игорь,,,,,,,,,,
2026-07-04,kufar,500.0,,40.0,,,,False,1.0,,53.94039033301642,27.510833021387757,2026-06-18T18:56:27Z,,1073724264,Квартира в Минске,"Здравствуйте! Две работающие девушки, спокойные, аккуратные ищем двухкомнатную квартиру. Желательно фрунзенский или центральный район.
Обязательно нал",1453.1,https://re.kufar.by/vi/1073724264,,,22.0,"Официальная резиденция Президента Республики Беларусь Дрозды, Минск",Колесова Лиза,,,,,,,,,,
2026-07-04,kufar,500.0,1.0,24.0,17.0,21.0,25.0,False,1.0,2023.0,53.862977,27.550027,2026-06-18T11:57:48Z,2.0,1073318203,Недвижимость,"Сдам студию на срок от года по договору найма возле метро Аэродромная 
-гражданам рб
-одному человеку
-без ЖИВОТНЫХ (это не шутка)
-не курящим
В случа",1453.1,https://re.kufar.by/vi/1073318203,170.0,3.0,28.0,"Игоря Лученка ул, 26, Минск",Екатерина,,,,,,,,,,
2026-07-04,kufar,500.0,,33.0,17.0,6.0,9.0,True,,1986.0,53.909765,27.541844,2026-06-18T11:52:42Z,1.0,1073626746,"Аренда 1 кв. по ул. Заславская, д. 11, корпус 2","Сдается 1-комн.кв. на 6 этаже по ул. Заславская, д. 11 к. 2.

Вся мебель и техника, свободна, готова к проживанию. Развитая инфраструктура, магазины,",1453.1,https://re.kufar.by/vi/1073626746,90.0,3.0,22.0,"Заславская ул, 11к2, Минск",Агентство недвижимости Юриэлт в Минске,7.5,,,,,,,,,
2026-07-04,kufar,498.93,,64.0,,3.0,5.0,False,1.0,,53.92911679942242,27.61333632296185,2026-06-18T10:12:38Z,4.0,1068544537,Недвижимость,"Сдаётся уютная 3-комнатная квартира в центре Минска семейной паре на длительный срок. В шаговой доступности детсад, школа, магазины, станция метро ""Па",1450.0,https://re.kufar.by/vi/1068544537,,1.0,24.0,"Кедышко ул, 3, Минск",Татьяна,,,,,,,,,,
2026-07-04,kufar,700.0,3.0,76.0,,4.0,,False,5.0,,53.888552,27.539059,2026-06-18T09:46:09Z,3.0,1073615994,Сдача квартиры,"Просторная, обустроенная,  уютная квартира в районе Института культуры по ул. Московской, д. 1 г. Минск. Рядом развитая инфраструктура, близость к ста",2034.34,https://re.kufar.by/vi/1073615994,,1.0,28.0,"Московская ул, Минск",Елена,,,,,,,,,,
2026-07-04,kufar,650.0,4.0,45.0,,4.0,10.0,False,5.0,2024.0,53.864538,27.549641,2026-06-18T09:32:14Z,1.0,1073614829,Аренда квартиры,"АРЕНДА С 1 АВГУСТА 

Сдаётся уютная двухкомнатная квартира в современном многофункциональном жилом комплексе
Minsk World (дом Миконос). Квартира полно",1889.03,https://re.kufar.by/vi/1073614829,170.0,1.0,28.0,"Братская ул, 9, Минск",Мария,,,,,,,,,,
2026-07-04,kufar,1154.43,,57.4,17.8,3.0,5.0,True,5.0,,53.900093,27.561741,2026-06-18T08:43:15Z,3.0,1073601902,"2-комнатная квартира ул.К.Маркса, д.39","Предлагаем отличные апартаменты в
историческом центре города Минска
(улица Карла Маркса, д.39)
Апартаменты расположены в доме, который является памятн",3355.0,https://re.kufar.by/vi/1073601902,,1.0,27.0,"Карла Маркса ул, 39, Минск",ООО МИР НЕДВИЖИМОСТИ ПРО,32.1,,,,,,,,,
2026-07-04,kufar,600.0,4.0,50.0,30.0,3.0,10.0,False,1.0,2001.0,53.846507,27.468334,2026-06-18T08:24:24Z,1.0,1073595153,Сдам квартиру на долгий срок,"Уютная чистая двушка переделанная в трёшку, вся бытовая техника в наличии, есть парковочное место в ста метрах от дома на охраняемой территории , рядо",1743.72,https://re.kufar.by/vi/1073595153,150.0,,29.0,"Слободская ул, 177, Минск",Евгений,9.0,,,,,,,,,
2026-07-04,kufar,700.0,,103.8,84.6,3.0,4.0,True,,,53.93241,27.600333,2026-06-18T07:51:04Z,,1073583591,"Снять 3-комнатную квартиру, г. Минск, ул. Коласа, 55/1","Сдается уютная квартира на длительный срок.
Есть все необходимое для комфортного проживания. В квартире также есть бойлер

Общая площадь квартиры - 10",2034.34,https://re.kufar.by/vi/1073583591,,4.0,23.0,"Якуба Коласа ул, 55к1, Минск",ООО Артель Недвижимость,10.9,,,,,,,,,
2026-07-04,kufar,680.0,2.0,43.0,40.0,9.0,16.0,False,5.0,2022.0,53.94219,27.599165,2026-06-18T06:35:41Z,2.0,1057250522,Квартира,"Сдаю квартиру в элитном доме на улице Беды ( 4 сезона) . Вся мебель и посуда новая. ПЕРВОЕ ЗАСЕЛЕНИЕ. В квартире все есть, заезжай и живите. Ремонт  д",1976.22,https://re.kufar.by/vi/1057250522,220.0,3.0,23.0,"Леонида Беды ул, 44, Минск",Алекс,12.0,,,,,,,,,
2026-07-04,kufar,620.0,2.0,35.0,30.4,14.0,25.0,False,5.0,2023.0,53.868732,27.536975,2026-06-18T05:32:01Z,4.0,1070001202,Квартира,"Квартира начала сдаваться с сентября 2025 г. Проживала семья ( 4 мес.)

Предлагается в долгосрочную аренду (не менее 6 месяцев) стильная, светлая и ую",1801.84,https://re.kufar.by/vi/1070001202,170.0,3.0,28.0,"Игоря Лученка ул, 8, Минск",Андрей,,,,,,,,,,
2026-07-04,kufar,800.0,6.0,60.0,,6.0,15.0,False,10.0,2023.0,53.869725,27.528647,2026-06-18T05:12:36Z,,1004877260,Квартира,Квартира ищет своих порядочных жильцов. Никто не жил.. Новая квартира с мебелью. отличный ремонт.,2324.96,https://re.kufar.by/vi/1004877260,170.0,4.0,28.0,"Михаила Савицкого ул, 2, Минск",игорь,,,,,,,,,,
2026-07-04,kufar,757.0,2.0,38.0,22.0,18.0,25.0,False,10.0,2024.0,53.86251,27.555094,2026-06-17T20:06:10Z,2.0,1073526080,Аренда евродвушка,"Евродвушка, отдельная спальня с двуспальной кроватью, два встроенных шкафа с зеркалами и др. Рядом находится ТЦ Авиамол и там же метро (пешком около 7",2200.0,https://re.kufar.by/vi/1073526080,170.0,3.0,28.0,"Игоря Лученка ул, 31, Минск",Димон,9.0,,,,,,,,,
2026-07-04,kufar,590.0,6.0,46.0,41.0,4.0,5.0,False,5.0,1969.0,53.890213,27.514211,2026-06-17T18:39:34Z,3.0,1068072682,Сдаю квартиру на длительный срок,"Квартира светлая, уютная. Рассчитана на 6 спальных мест. Ремонт из двухкомнатной в трёхкомнатную (проходная). В 10 минутах от метро Грушевка. Договор.",1714.66,https://re.kufar.by/vi/1068072682,,1.0,29.0,"Розы Люксембург ул, Минск",Panterka,5.0,,,,,,,,,
2026-07-04,kufar,2855.96,6.0,108.7,103.4,5.0,6.0,False,10.0,2018.0,53.939243,27.451859,2026-06-17T16:38:05Z,2.0,1071255892,Квартира 108 м2 с видом на лес в ЖК Олимпик,"Премиум квартира с балийской ванной и видом на лес | Олимпик Парк
Квартира 108 м² в самом престижном жилом комплексе Минска — Олимпик Парк.

Очень све",8300.0,https://re.kufar.by/vi/1071255892,140.0,3.0,22.0,"Ратомская ул, 34, Минск",Евгения,40.0,,,,,,,,,
2026-07-04,kufar,1823.69,,63.3,37.2,8.0,9.0,True,5.0,2025.0,53.936683,27.52792,2026-06-17T16:31:48Z,2.0,1073504420,Эксклюзивная 2-комнатная квартира,"Эксклюзивная 2-комнатная квартира в «Леваде» с выходом на собственную террасу с панорамными видами на Свислочь и город.

Сдается новая просторная двух",5300.0,https://re.kufar.by/vi/1073504420,,3.0,22.0,"Нововиленская ул, 61, Минск",ООО ''Фаттория Плюс'',,,,,,,,,,
2026-07-04,kufar,757.0,,70.0,,11.0,18.0,False,10.0,2019.0,53.882927,27.520023,2026-06-17T15:56:08Z,10.0,1073499261,Квартира Грушевка,"С августа сдается евротрешка с местом для автомобиля в подземном гараже за 2200 бел.руб.без привязки к валюте + коммунальные. Необходимая мебель, техн",2200.0,https://re.kufar.by/vi/1073499261,55.0,1.0,29.0,"Щорса ул, 4Б, Минск",Юля,,,,,,,,,,
2026-07-04,kufar,581.52,,54.6,37.1,2.0,7.0,True,5.0,1961.0,53.89787,27.543209,2026-06-17T13:52:12Z,3.0,1073489299,"2-комнатная квартира ул.Мясникова, д.34","Сдается в аренду уютная 2-комнатная квартира в центре, г. Минск, ул. Мясникова, д.34.
2/7 этажного кирпичного дома, 1961 г. п. Дом после капитального",1690.0,https://re.kufar.by/vi/1073489299,,1.0,29.0,"Мясникова ул, 34, Минск",ООО МИР НЕДВИЖИМОСТИ ПРО,,,,,,,,,,
2026-07-04,kufar,700.0,,41.7,27.3,5.0,17.0,True,,2018.0,53.936752,27.477219,2026-06-17T12:51:18Z,4.0,1073480856,"Аренда 1-комнатной квартиры, Победителей 115","Квартира-студия с отдельным спальным место в ЖК Лазурит. 
Новый качественный ремонт с использованием дорогостоящих материалов. Есть вся необходимая ме",2034.34,https://re.kufar.by/vi/1073480856,,1.0,22.0,"Победителей пр, 115, Минск",ООО Центр недвижимости ГАЛАКТИКА,,,,,,,,,,
2026-07-04,kufar,650.0,,42.2,16.08,17.0,29.0,True,,2024.0,53.887959,27.514381,2026-06-17T12:51:18Z,4.0,1073480858,"Аренда 1-комнатной квартиры, Щорса 42","Сдается уютная квартира в новом доме, расположена в 2 минутах пешком от станции метро Грушевка. В подъезде четыре лифта.

Квартира полностью меблирова",1889.03,https://re.kufar.by/vi/1073480858,,3.0,29.0,"Щорса ул, 42, Минск",ООО Центр недвижимости ГАЛАКТИКА,10.0,,,,,,,,,
2026-07-04,kufar,1548.41,,148.9,83.3,5.0,7.0,True,10.0,2002.0,53.914266,27.529456,2026-06-17T11:38:43Z,3.0,1073471250,"4-комнатная квартира по адресу: г. Минск, ул. Чехова, д. 3","Сдается на длительный срок (1 год) элитная четырехкомнатная квартира для ценителей стиля классицизма, на пятом этаже семиэтажного дома. В ней есть все",4500.0,https://re.kufar.by/vi/1073471250,,3.0,22.0,"Чехова ул, 3, Минск",ООО ''АН Клевер'',16.8,,,,,,,,,
2026-07-04,kufar,688.18,,100.7,94.1,13.0,18.0,False,15.0,,53.848154,27.475934,2026-06-17T11:29:39Z,,1073470464,Аренда офис-квартира (склад) на длительный срок,"Сдается в длительную аренду квартира строительной отделки (100,7 кв.м). Можете сделать какой вам нравиться ремонт для жизни или обустроить как офис дл",2000.0,https://re.kufar.by/vi/1073470464,,1.0,29.0,"Дзержинского пр, 123, Минск",Яна,,,,,,,,,,
2026-07-04,kufar,757.0,3.0,81.6,61.8,4.0,9.0,True,,1968.0,53.914351,27.588655,2026-06-17T10:39:06Z,3.0,1057843333,"3 комнатная квартира по ул. Золотая Горка, 20","На длительный срок сдается стильная с дизайнерским ремонтом квартира.
Кирпичный дом расположен в тихом историческом центре города с развитой инфрастру",2200.0,https://re.kufar.by/vi/1057843333,,3.0,23.0,"Золотая Горка ул, 20, Минск",ООО Центр риэлтерских услуг Академическое,9.3,,,,,,,,,
2026-07-04,kufar,818.94,,68.4,33.1,2.0,9.0,True,5.0,,53.955951,27.550988,2026-06-17T08:44:35Z,,1073454797,"2-комнатная квартира ул.П.Медёлки, д.5","Сдается уютная 2-комнатная квартира рядом с ЖК «Северный берег»
 ул. П. Медёлки, д. 5
2/9 этажного дома 2017 года постройки.
Общая площадь по СНБ - 68",2380.0,https://re.kufar.by/vi/1073454797,180.0,4.0,22.0,"Павлины Медёлки ул, 5, Минск",ООО МИР НЕДВИЖИМОСТИ ПРО,,,,,,,,,,
2026-07-04,kufar,929.05,4.0,63.0,57.0,18.0,25.0,False,,,53.934244,27.655714,2026-06-17T08:21:15Z,,1073452367,"Сдается 3-к.квартира возле Dana Mall, метро восток","Сдается квартира, 3-к. По улице Мстиславца 15 ,на длительный срок порядочным жильцам без вредных привычек и животных. Общая площадь  59м². Квартира в",2700.0,https://re.kufar.by/vi/1073452367,325.0,3.0,24.0,"Петра Мстиславца ул, 15, Минск",Мин,12.0,,,,,,,,,
2026-07-04,kufar,799.0,6.0,90.0,75.0,2.0,9.0,False,10.0,2016.0,53.935299,27.592931,2026-06-17T08:13:40Z,,1073451096,"Сдам 3 - х комнатная ЦЕНТР, ул Леонида Беды","Сдам 3 - х комнатная евроремонт. Центр ул Леонида Беды 26.
Жилье премиум класса,
2 квартиры на этаже, всего 16 квартир в подъезде. кирпичный дом, кухн",2322.05,https://re.kufar.by/vi/1073451096,220.0,3.0,23.0,"Леонида Беды ул, 26, Минск",Александр,15.0,,,,,,,,,
2026-07-04,kufar,750.0,,41.3,32.7,7.0,25.0,True,,2023.0,53.8726,27.5396,2026-06-17T07:59:57Z,4.0,1073446652,Новая современная 2-комнатная квартира в ЖК ''Минск Мир'',"ПЕРВОЕ ЗАСЕЛЕНИЕ!
Сдается современная 2-комнатная квартира в ЖК ""Минск Мир"" по адресу: ул. Аэродромная, д. 20.

В квартире есть все необходимое для ва",2179.65,https://re.kufar.by/vi/1073446652,170.0,3.0,28.0,"Аэродромная ул, 20, Минск",ООО Центр недвижимости ГАЛАКТИКА,,,,,,,,,,
